country,sex,year,not_adequately_defined
hun,mf,1984,4.300000190734863
hun,m,1984,0.0
hun,f,1984,8.899999618530273
hun,mf,1985,4.300000190734863
hun,m,1985,0.0
hun,f,1985,8.800000190734863
hun,mf,1986,4.300000190734863
hun,m,1986,0.0
hun,f,1986,9.0
hun,mf,1987,4.5
hun,m,1987,0.0
hun,f,1987,9.199999809265137
hun,mf,1988,4.699999809265137
hun,m,1988,0.0
hun,f,1988,9.600000381469727
hun,mf,1989,4.800000190734863
hun,m,1989,0.0
hun,f,1989,9.899999618530273
hun,mf,1990,
hun,m,1990,
hun,f,1990,
hun,mf,1991,
hun,m,1991,
hun,f,1991,
hun,mf,1992,0.10000000149011612
hun,mf,1993,0.0
hun,mf,1994,0.0
hun,m,1994,0.0
hun,f,1994,0.0
hun,mf,1995,0.0
hun,m,1995,0.0
hun,f,1995,0.0
hun,mf,1996,0.0
hun,m,1996,0.0
hun,f,1996,0.0
hun,mf,1997,
hun,m,1997,
hun,f,1997,
hun,mf,1998,0.0
hun,m,1998,0.0
hun,f,1998,0.0
hun,mf,1999,
hun,m,1999,
hun,f,1999,
hun,mf,2000,
hun,m,2000,
hun,f,2000,
hun,mf,2001,
hun,m,2001,
hun,f,2001,
hun,mf,2002,
hun,m,2002,
hun,f,2002,
hun,mf,2003,
hun,m,2003,
hun,f,2003,
hun,mf,2004,
hun,m,2004,
hun,f,2004,
hun,mf,2005,
hun,m,2005,
hun,f,2005,
hun,mf,2006,
hun,m,2006,
hun,f,2006,
hun,mf,2007,
hun,m,2007,
hun,f,2007,
hun,mf,2008,
hun,m,2008,
hun,f,2008,
hun,mf,2009,
hun,m,2009,
hun,f,2009,
hun,mf,2010,
hun,m,2010,
hun,f,2010,
hun,mf,2011,
hun,m,2011,
hun,f,2011,
hun,mf,2012,
hun,m,2012,
hun,f,2012,
hun,mf,2013,
hun,m,2013,
hun,f,2013,
hun,mf,2014,0.4000000059604645
hun,m,2014,0.4000000059604645
hun,f,2014,0.4000000059604645
isl,mf,1990,
isl,mf,1991,0.10000000149011612
isl,m,1991,0.10000000149011612
isl,f,1991,0.0
isl,mf,1992,0.10000000149011612
isl,m,1992,0.10000000149011612
isl,f,1992,0.0
isl,mf,1993,0.10000000149011612
isl,m,1993,0.0
isl,f,1993,0.0
isl,mf,1994,0.10000000149011612
isl,m,1994,0.10000000149011612
isl,f,1994,0.0
isl,mf,1995,0.0
isl,m,1995,0.10000000149011612
isl,f,1995,0.0
isl,mf,1996,0.10000000149011612
isl,m,1996,0.30000001192092896
isl,f,1996,0.0
isl,mf,1997,0.20000000298023224
isl,m,1997,0.20000000298023224
isl,f,1997,0.20000000298023224
isl,mf,1998,0.0
isl,m,1998,0.0
isl,f,1998,0.10000000149011612
isl,mf,1999,
isl,m,1999,
isl,f,1999,
isl,mf,2000,
isl,m,2000,
isl,f,2000,
isl,mf,2001,
isl,m,2001,
isl,f,2001,
isl,mf,2002,
isl,m,2002,
isl,f,2002,
isl,mf,2003,
isl,m,2003,
isl,f,2003,
isl,mf,2004,
isl,m,2004,
isl,f,2004,
isl,mf,2005,0.30000001192092896
isl,m,2005,
isl,f,2005,
isl,mf,2006,
isl,m,2006,
isl,f,2006,
isl,mf,2007,
isl,m,2007,
isl,f,2007,
isl,mf,2008,
isl,m,2008,
isl,f,2008,
isl,mf,2009,0.4000000059604645
isl,m,2009,
isl,f,2009,
isl,mf,2010,
isl,m,2010,
isl,f,2010,
isl,mf,2011,
isl,m,2011,
isl,f,2011,
isl,mf,2012,0.4000000059604645
isl,m,2012,
isl,f,2012,
isl,mf,2013,0.4000000059604645
isl,m,2013,
isl,f,2013,
isl,mf,2014,0.4000000059604645
isl,m,2014,
isl,f,2014,
ind,mf,1994,1.7000000476837158
ind,m,1994,1.2000000476837158
ind,f,1994,2.799999952316284
ind,mf,2000,
ind,m,2000,
ind,f,2000,
ind,mf,2005,
ind,m,2005,
ind,f,2005,
ind,mf,2010,
ind,m,2010,
ind,f,2010,
ind,mf,2012,
ind,m,2012,
ind,f,2012,
ind,mf,2013,
idn,mf,1980,0.0
idn,m,1980,0.0
idn,f,1980,0.0
idn,mf,1982,0.0
idn,m,1982,0.0
idn,f,1982,0.0
idn,mf,1985,0.10000000149011612
idn,m,1985,0.10000000149011612
idn,f,1985,0.20000000298023224
idn,mf,1986,0.20000000298023224
idn,m,1986,0.20000000298023224
idn,f,1986,0.20000000298023224
idn,mf,1987,0.0
idn,m,1987,0.0
idn,f,1987,0.0
idn,mf,1988,5.400000095367432
idn,m,1988,5.5
idn,f,1988,5.300000190734863
idn,mf,1989,0.10000000149011612
idn,m,1989,0.10000000149011612
idn,f,1989,0.10000000149011612
idn,mf,1990,0.20000000298023224
idn,m,1990,0.10000000149011612
idn,f,1990,0.20000000298023224
idn,mf,1991,0.20000000298023224
idn,m,1991,0.10000000149011612
idn,f,1991,0.30000001192092896
idn,mf,1992,0.20000000298023224
idn,m,1992,0.10000000149011612
idn,f,1992,0.20000000298023224
idn,mf,1993,0.20000000298023224
idn,m,1993,0.10000000149011612
idn,f,1993,0.30000001192092896
idn,mf,1994,0.20000000298023224
idn,m,1994,0.10000000149011612
idn,f,1994,0.20000000298023224
idn,mf,1995,0.0
idn,m,1995,0.0
idn,f,1995,0.0
idn,mf,1996,0.0
idn,m,1996,0.0
idn,f,1996,0.0
idn,mf,1997,0.0
idn,m,1997,0.0
idn,f,1997,0.0
idn,mf,1998,0.0
idn,m,1998,0.0
idn,f,1998,0.0
idn,mf,1999,0.0
idn,m,1999,0.0
idn,f,1999,0.0
idn,mf,2000,0.0
idn,m,2000,0.0
idn,f,2000,0.0
idn,mf,2001,0.0
idn,m,2001,0.0
idn,f,2001,0.0
idn,mf,2002,0.0
idn,m,2002,0.0
idn,f,2002,0.0
idn,mf,2003,0.0
idn,m,2003,0.0
idn,f,2003,0.0
idn,mf,2004,0.0
idn,m,2004,0.0
idn,f,2004,0.0
idn,mf,2005,0.10000000149011612
idn,m,2005,0.10000000149011612
idn,f,2005,0.10000000149011612
idn,mf,2006,0.0
idn,m,2006,0.10000000149011612
idn,f,2006,0.0
idn,mf,2007,0.10000000149011612
idn,m,2007,0.10000000149011612
idn,f,2007,0.10000000149011612
idn,mf,2008,0.10000000149011612
idn,m,2008,0.10000000149011612
idn,f,2008,0.10000000149011612
idn,mf,2009,0.10000000149011612
idn,m,2009,0.10000000149011612
idn,f,2009,0.10000000149011612
idn,mf,2010,0.0
idn,m,2010,0.0
idn,f,2010,0.0
idn,mf,2011,
idn,mf,2012,
idn,mf,2013,
idn,m,2013,
idn,f,2013,
idn,mf,2014,
irn,mf,1982,18.100000381469727
irn,mf,1996,2.0
irn,m,1996,1.7999999523162842
irn,f,1996,3.0999999046325684
irn,mf,2005,0.0
irn,m,2005,0.0
irn,f,2005,0.0
irn,mf,2006,0.0
irn,m,2006,0.0
irn,f,2006,0.0
irn,mf,2007,0.0
irn,m,2007,0.0
irn,f,2007,0.0
irn,mf,2008,0.10000000149011612
irn,m,2008,0.10000000149011612
irn,f,2008,0.10000000149011612
irn,mf,2009,0.0
irn,m,2009,0.0
irn,f,2009,0.0
irn,mf,2010,0.0
irn,m,2010,0.0
irn,f,2010,0.0
irn,mf,2014,0.0
irn,m,2014,0.0
irn,f,2014,0.0
irq,mf,2004,
irq,m,2004,
irq,f,2004,
irq,mf,2006,0.0
irq,m,2006,0.0
irq,f,2006,0.0
irq,mf,2007,3.5999999046325684
irq,m,2007,3.0999999046325684
irq,f,2007,6.099999904632568
irq,mf,2008,0.0
irq,m,2008,0.0
irq,f,2008,0.0
irl,mf,1983,0.4000000059604645
irl,m,1983,0.30000001192092896
irl,f,1983,0.6000000238418579
irl,mf,1984,0.4000000059604645
irl,m,1984,0.4000000059604645
irl,f,1984,0.5
irl,mf,1985,0.5
irl,m,1985,0.4000000059604645
irl,f,1985,0.6000000238418579
irl,mf,1986,0.6000000238418579
irl,m,1986,0.6000000238418579
irl,f,1986,0.5
irl,mf,1987,0.4000000059604645
irl,m,1987,0.4000000059604645
irl,f,1987,0.5
irl,mf,1988,0.5
irl,m,1988,0.4000000059604645
irl,f,1988,0.5
irl,mf,1989,0.30000001192092896
irl,m,1989,0.30000001192092896
irl,f,1989,0.30000001192092896
irl,mf,1990,0.4000000059604645
irl,m,1990,0.4000000059604645
irl,f,1990,0.4000000059604645
irl,mf,1991,0.5
irl,m,1991,0.30000001192092896
irl,f,1991,0.699999988079071
irl,mf,1992,0.30000001192092896
irl,mf,1993,0.30000001192092896
irl,mf,1994,0.5
irl,m,1994,0.4000000059604645
irl,f,1994,0.699999988079071
irl,mf,1995,0.4000000059604645
irl,m,1995,0.30000001192092896
irl,f,1995,0.4000000059604645
irl,mf,1996,0.4000000059604645
irl,m,1996,0.4000000059604645
irl,f,1996,0.4000000059604645
irl,mf,1997,2.4000000953674316
irl,m,1997,2.200000047683716
irl,f,1997,2.5999999046325684
irl,mf,1998,0.5
irl,m,1998,0.4000000059604645
irl,f,1998,0.6000000238418579
irl,mf,1999,0.6000000238418579
irl,m,1999,0.5
irl,f,1999,0.699999988079071
irl,mf,2000,0.800000011920929
irl,m,2000,0.699999988079071
irl,f,2000,0.8999999761581421
irl,mf,2001,0.5
irl,m,2001,0.4000000059604645
irl,f,2001,0.699999988079071
irl,mf,2002,0.6000000238418579
irl,m,2002,0.5
irl,f,2002,0.699999988079071
irl,mf,2003,0.4000000059604645
irl,m,2003,0.4000000059604645
irl,f,2003,0.5
irl,mf,2004,0.5
irl,m,2004,0.5
irl,f,2004,0.5
irl,mf,2005,0.699999988079071
irl,m,2005,0.800000011920929
irl,f,2005,0.5
irl,mf,2006,0.6000000238418579
irl,m,2006,0.699999988079071
irl,f,2006,0.5
irl,mf,2007,0.4000000059604645
irl,m,2007,0.4000000059604645
irl,f,2007,0.30000001192092896
irl,mf,2008,0.5
irl,m,2008,0.5
irl,f,2008,0.5
irl,mf,2009,0.5
irl,m,2009,0.5
irl,f,2009,0.5
irl,mf,2010,0.6000000238418579
irl,m,2010,0.800000011920929
irl,f,2010,0.5
irl,mf,2011,0.4000000059604645
irl,m,2011,0.5
irl,f,2011,0.30000001192092896
irl,mf,2012,0.30000001192092896
irl,m,2012,0.30000001192092896
irl,f,2012,0.20000000298023224
irl,mf,2013,0.30000001192092896
irl,m,2013,0.30000001192092896
irl,f,2013,0.20000000298023224
irl,mf,2014,0.30000001192092896
irl,m,2014,0.4000000059604645
irl,f,2014,0.30000001192092896
imn,mf,2001,
imn,m,2001,
imn,f,2001,
imn,mf,2006,0.0
imn,m,2006,0.10000000149011612
imn,f,2006,0.0
isr,mf,1980,0.800000011920929
isr,m,1980,0.800000011920929
isr,f,1980,0.800000011920929
isr,mf,1981,0.800000011920929
isr,m,1981,0.800000011920929
isr,f,1981,0.8999999761581421
isr,mf,1982,0.699999988079071
isr,m,1982,0.699999988079071
isr,f,1982,0.800000011920929
isr,mf,1983,0.699999988079071
isr,m,1983,0.699999988079071
isr,f,1983,0.699999988079071
isr,mf,1984,0.699999988079071
isr,m,1984,0.699999988079071
isr,f,1984,0.699999988079071
isr,mf,1985,0.5
isr,m,1985,0.6000000238418579
isr,f,1985,0.4000000059604645
isr,mf,1986,0.699999988079071
isr,m,1986,0.800000011920929
isr,f,1986,0.30000001192092896
isr,mf,1987,0.699999988079071
isr,m,1987,0.800000011920929
isr,f,1987,0.5
isr,mf,1988,0.6000000238418579
isr,m,1988,0.800000011920929
isr,f,1988,0.5
isr,mf,1989,0.5
isr,m,1989,0.699999988079071
isr,f,1989,0.4000000059604645
isr,mf,1990,0.6000000238418579
isr,m,1990,0.699999988079071
isr,f,1990,0.4000000059604645
isr,mf,1991,0.699999988079071
isr,m,1991,0.800000011920929
isr,f,1991,0.6000000238418579
isr,mf,1992,0.6000000238418579
isr,m,1992,0.699999988079071
isr,f,1992,0.5
isr,mf,1993,0.5
isr,m,1993,0.6000000238418579
isr,f,1993,0.4000000059604645
isr,mf,1994,0.6000000238418579
isr,m,1994,0.800000011920929
isr,f,1994,0.30000001192092896
isr,mf,1995,0.699999988079071
isr,m,1995,0.8999999761581421
isr,f,1995,0.4000000059604645
isr,mf,1996,0.5
isr,m,1996,0.699999988079071
isr,f,1996,0.30000001192092896
isr,mf,1997,0.6000000238418579
isr,m,1997,0.800000011920929
isr,f,1997,0.4000000059604645
isr,mf,1998,0.6000000238418579
isr,m,1998,0.699999988079071
isr,f,1998,0.4000000059604645
isr,mf,1999,1.0
isr,m,1999,1.2999999523162842
isr,f,1999,0.699999988079071
isr,mf,2000,1.100000023841858
isr,m,2000,1.399999976158142
isr,f,2000,0.800000011920929
isr,mf,2001,1.100000023841858
isr,m,2001,1.2999999523162842
isr,f,2001,0.800000011920929
isr,mf,2002,1.2000000476837158
isr,m,2002,1.5
isr,f,2002,0.800000011920929
isr,mf,2003,0.800000011920929
isr,m,2003,1.0
isr,f,2003,0.5
isr,mf,2004,1.0
isr,m,2004,1.2999999523162842
isr,f,2004,0.6000000238418579
isr,mf,2005,0.8999999761581421
isr,m,2005,1.100000023841858
isr,f,2005,0.699999988079071
isr,mf,2006,0.800000011920929
isr,m,2006,0.8999999761581421
isr,f,2006,0.699999988079071
isr,mf,2007,0.800000011920929
isr,m,2007,1.0
isr,f,2007,0.6000000238418579
isr,mf,2008,0.800000011920929
isr,m,2008,1.0
isr,f,2008,0.6000000238418579
isr,mf,2009,0.8999999761581421
isr,m,2009,1.100000023841858
isr,f,2009,0.6000000238418579
isr,mf,2010,0.8999999761581421
isr,m,2010,1.0
isr,f,2010,0.699999988079071
isr,mf,2011,1.5
isr,m,2011,1.7999999523162842
isr,f,2011,1.100000023841858
isr,mf,2012,2.200000047683716
isr,m,2012,2.700000047683716
isr,f,2012,1.600000023841858
isr,mf,2013,1.600000023841858
isr,m,2013,1.899999976158142
isr,f,2013,1.2000000476837158
isr,mf,2014,1.7000000476837158
isr,m,2014,1.100000023841858
isr,f,2014,0.6000000238418579
ita,mf,1980,
ita,m,1980,
ita,f,1980,
ita,mf,1981,
ita,m,1981,
ita,f,1981,
ita,mf,1982,
ita,m,1982,
ita,f,1982,
ita,mf,1983,
ita,m,1983,
ita,f,1983,
ita,mf,1984,
ita,m,1984,
ita,f,1984,
ita,mf,1985,
ita,m,1985,
ita,f,1985,
ita,mf,1986,
ita,m,1986,
ita,f,1986,
ita,mf,1987,
ita,m,1987,
ita,f,1987,
ita,mf,1988,
ita,m,1988,
ita,f,1988,
ita,mf,1989,
ita,m,1989,
ita,f,1989,
ita,mf,1990,
ita,m,1990,
ita,f,1990,
ita,mf,1991,
ita,m,1991,
ita,f,1991,
ita,mf,1992,
ita,m,1992,
ita,f,1992,
ita,mf,1993,
ita,m,1993,
ita,f,1993,
ita,mf,1994,
ita,m,1994,
ita,f,1994,
ita,mf,1995,
ita,m,1995,
ita,f,1995,
ita,mf,1996,
ita,m,1996,
ita,f,1996,
ita,mf,1997,
ita,m,1997,
ita,f,1997,
ita,mf,1998,
ita,m,1998,
ita,f,1998,
ita,mf,1999,
ita,m,1999,
ita,f,1999,
ita,mf,2000,
ita,m,2000,
ita,f,2000,
ita,mf,2001,
ita,m,2001,
ita,f,2001,
ita,mf,2002,
ita,m,2002,
ita,f,2002,
ita,mf,2003,
ita,m,2003,
ita,f,2003,
ita,mf,2004,
ita,m,2004,
ita,f,2004,
ita,mf,2005,
ita,m,2005,
ita,f,2005,
ita,mf,2006,
ita,m,2006,
ita,f,2006,
ita,mf,2007,
ita,m,2007,
ita,f,2007,
ita,mf,2008,
ita,m,2008,
ita,f,2008,
ita,mf,2009,
ita,m,2009,
ita,f,2009,
ita,mf,2010,
ita,m,2010,
ita,f,2010,
ita,mf,2011,
ita,m,2011,
ita,f,2011,
ita,mf,2012,
ita,m,2012,
ita,f,2012,
ita,mf,2013,
ita,m,2013,
ita,f,2013,
ita,mf,2014,
ita,m,2014,
ita,f,2014,
jam,mf,1992,0.6000000238418579
jam,m,1992,0.6000000238418579
jam,f,1992,0.699999988079071
jam,mf,1993,1.100000023841858
jam,m,1993,0.800000011920929
jam,f,1993,1.399999976158142
jam,mf,1994,1.2999999523162842
jam,m,1994,1.2999999523162842
jam,f,1994,1.5
jam,mf,1995,0.10000000149011612
jam,m,1995,0.10000000149011612
jam,f,1995,0.10000000149011612
jam,mf,1996,0.10000000149011612
jam,m,1996,0.10000000149011612
jam,f,1996,0.10000000149011612
jam,mf,1997,0.20000000298023224
jam,m,1997,0.10000000149011612
jam,f,1997,0.30000001192092896
jam,mf,1998,0.10000000149011612
jam,m,1998,0.20000000298023224
jam,f,1998,0.10000000149011612
jam,mf,1999,0.20000000298023224
jam,m,1999,0.20000000298023224
jam,f,1999,0.30000001192092896
jam,mf,2000,0.30000001192092896
jam,m,2000,0.20000000298023224
jam,f,2000,0.4000000059604645
jam,mf,2001,0.20000000298023224
jam,m,2001,0.30000001192092896
jam,f,2001,0.10000000149011612
jam,mf,2002,0.30000001192092896
jam,m,2002,0.20000000298023224
jam,f,2002,0.5
jam,mf,2003,0.20000000298023224
jam,m,2003,0.20000000298023224
jam,f,2003,0.10000000149011612
jam,mf,2004,0.0
jam,m,2004,0.0
jam,f,2004,0.0
jam,mf,2005,0.20000000298023224
jam,m,2005,0.20000000298023224
jam,f,2005,0.30000001192092896
jam,mf,2006,0.20000000298023224
jam,m,2006,0.10000000149011612
jam,f,2006,0.30000001192092896
jam,mf,2007,0.20000000298023224
jam,m,2007,0.10000000149011612
jam,f,2007,0.20000000298023224
jam,mf,2008,
jam,m,2008,
jam,f,2008,
jam,mf,2009,
jam,m,2009,
jam,f,2009,
jam,mf,2010,
jam,m,2010,
jam,f,2010,
jam,mf,2011,
jam,m,2011,
jam,f,2011,
jam,mf,2012,
jam,m,2012,
jam,f,2012,
jam,mf,2013,
jam,m,2013,
jam,f,2013,
jpn,mf,1980,0.20000000298023224
jpn,m,1980,0.30000001192092896
jpn,f,1980,0.20000000298023224
jpn,mf,1981,0.20000000298023224
jpn,m,1981,0.20000000298023224
jpn,f,1981,0.20000000298023224
jpn,mf,1982,0.30000001192092896
jpn,m,1982,0.30000001192092896
jpn,f,1982,0.20000000298023224
jpn,mf,1983,0.30000001192092896
jpn,m,1983,0.30000001192092896
jpn,f,1983,0.20000000298023224
jpn,mf,1984,0.4000000059604645
jpn,m,1984,0.4000000059604645
jpn,f,1984,0.30000001192092896
jpn,mf,1985,0.4000000059604645
jpn,m,1985,0.5
jpn,f,1985,0.30000001192092896
jpn,mf,1986,0.4000000059604645
jpn,m,1986,0.4000000059604645
jpn,f,1986,0.30000001192092896
jpn,mf,1987,0.4000000059604645
jpn,m,1987,0.4000000059604645
jpn,f,1987,0.4000000059604645
jpn,mf,1988,0.5
jpn,m,1988,0.5
jpn,f,1988,0.4000000059604645
jpn,mf,1989,0.5
jpn,m,1989,0.6000000238418579
jpn,f,1989,0.4000000059604645
jpn,mf,1990,0.5
jpn,m,1990,0.5
jpn,f,1990,0.4000000059604645
jpn,mf,1991,0.4000000059604645
jpn,m,1991,0.5
jpn,f,1991,0.4000000059604645
jpn,mf,1992,0.5
jpn,m,1992,0.5
jpn,f,1992,0.5
jpn,mf,1993,0.4000000059604645
jpn,m,1993,0.4000000059604645
jpn,f,1993,0.4000000059604645
jpn,mf,1994,0.4000000059604645
jpn,m,1994,0.4000000059604645
jpn,f,1994,0.5
jpn,mf,1995,0.4000000059604645
jpn,m,1995,0.4000000059604645
jpn,f,1995,0.4000000059604645
jpn,mf,1996,0.4000000059604645
jpn,m,1996,0.4000000059604645
jpn,f,1996,0.5
jpn,mf,1997,0.5
jpn,m,1997,0.5
jpn,f,1997,0.5
jpn,mf,1998,0.6000000238418579
jpn,m,1998,0.5
jpn,f,1998,0.5
jpn,mf,1999,0.6000000238418579
jpn,m,1999,0.6000000238418579
jpn,f,1999,0.6000000238418579
jpn,mf,2000,0.6000000238418579
jpn,m,2000,0.6000000238418579
jpn,f,2000,0.6000000238418579
jpn,mf,2001,0.699999988079071
jpn,m,2001,0.699999988079071
jpn,f,2001,0.6000000238418579
jpn,mf,2002,0.8999999761581421
jpn,m,2002,0.8999999761581421
jpn,f,2002,0.8999999761581421
jpn,mf,2003,
jpn,m,2003,
jpn,f,2003,
jpn,mf,2004,
jpn,m,2004,
jpn,f,2004,
jpn,mf,2005,
jpn,m,2005,
jpn,f,2005,
jpn,mf,2006,
jpn,m,2006,
jpn,f,2006,
jpn,mf,2007,
jpn,m,2007,
jpn,f,2007,
jpn,mf,2008,
jpn,m,2008,
jpn,f,2008,
jpn,mf,2009,1.0
jpn,m,2009,0.8999999761581421
jpn,f,2009,1.100000023841858
jpn,mf,2010,1.0
jpn,m,2010,0.8999999761581421
jpn,f,2010,1.100000023841858
jpn,mf,2011,
jpn,m,2011,
jpn,f,2011,
jpn,mf,2012,1.0
jpn,m,2012,1.0
jpn,f,2012,1.100000023841858
jpn,mf,2013,1.5
jpn,m,2013,1.399999976158142
jpn,f,2013,1.600000023841858
jey,mf,2013,14.0
jor,mf,1983,
jor,m,1983,
jor,f,1983,
jor,mf,1986,
jor,m,1986,
jor,f,1986,
jor,mf,1987,
jor,m,1987,
jor,f,1987,
jor,mf,2000,
jor,m,2000,
jor,f,2000,
jor,mf,2001,
jor,m,2001,
jor,f,2001,
jor,mf,2002,
jor,m,2002,
jor,f,2002,
jor,mf,2003,
jor,m,2003,
jor,f,2003,
jor,mf,2004,0.6000000238418579
jor,m,2004,0.6000000238418579
jor,f,2004,0.4000000059604645
jor,mf,2005,
jor,m,2005,
jor,f,2005,
jor,mf,2006,
jor,m,2006,
jor,f,2006,
jor,mf,2007,
jor,m,2007,
jor,f,2007,
jor,mf,2008,
jor,m,2008,
jor,f,2008,
jor,mf,2009,
jor,m,2009,
jor,f,2009,
jor,mf,2010,
jor,m,2010,
jor,f,2010,
jor,mf,2011,
jor,m,2011,
jor,f,2011,
jor,mf,2012,
jor,m,2012,
jor,f,2012,
jor,mf,2013,
jor,m,2013,
jor,f,2013,
jor,mf,2014,
jor,m,2014,
jor,f,2014,
kaz,mf,1999,0.10000000149011612
kaz,m,1999,0.10000000149011612
kaz,f,1999,0.10000000149011612
kaz,mf,2001,
kaz,m,2001,
kaz,f,2001,
kaz,mf,2002,
kaz,m,2002,
kaz,f,2002,
kaz,mf,2003,
kaz,m,2003,
kaz,f,2003,
kaz,mf,2004,
kaz,m,2004,
kaz,f,2004,
kaz,mf,2005,
kaz,m,2005,
kaz,f,2005,
kaz,mf,2006,
kaz,m,2006,
kaz,f,2006,
kaz,mf,2007,
kaz,m,2007,
kaz,f,2007,
kaz,mf,2008,
kaz,m,2008,
kaz,f,2008,
kaz,mf,2009,
kaz,m,2009,
kaz,f,2009,
kaz,mf,2010,
kaz,m,2010,
kaz,f,2010,
kaz,mf,2011,
kaz,m,2011,
kaz,f,2011,
kaz,mf,2012,
kaz,m,2012,
kaz,f,2012,
kaz,mf,2013,
kaz,m,2013,
kaz,f,2013,
ken,mf,2005,
ken,m,2005,
ken,f,2005,
kir,mf,2000,
kir,m,2000,
kir,f,2000,
kir,mf,2005,3.299999952316284
kir,m,2005,3.5
kir,f,2005,3.0
kir,mf,2010,
kir,m,2010,
kir,f,2010,
kor,mf,1980,
kor,m,1980,
kor,f,1980,
kor,mf,1981,
kor,m,1981,
kor,f,1981,
kor,mf,1982,
kor,m,1982,
kor,f,1982,
kor,mf,1983,
kor,m,1983,
kor,f,1983,
kor,mf,1984,
kor,m,1984,
kor,f,1984,
kor,mf,1985,
kor,m,1985,
kor,f,1985,
kor,mf,1986,
kor,m,1986,
kor,f,1986,
kor,mf,1987,
kor,m,1987,
kor,f,1987,
kor,mf,1988,
kor,m,1988,
kor,f,1988,
kor,mf,1989,
kor,m,1989,
kor,f,1989,
kor,mf,1990,
kor,m,1990,
kor,f,1990,
kor,mf,1991,
kor,m,1991,
kor,f,1991,
kor,mf,1992,
kor,m,1992,
kor,f,1992,
kor,mf,1993,
kor,m,1993,
kor,f,1993,
kor,mf,1994,
kor,m,1994,
kor,f,1994,
kor,mf,1995,
kor,m,1995,
kor,f,1995,
kor,mf,1996,
kor,m,1996,
kor,f,1996,
kor,mf,1997,
kor,m,1997,
kor,f,1997,
kor,mf,1998,
kor,m,1998,
kor,f,1998,
kor,mf,1999,
kor,m,1999,
kor,f,1999,
kor,mf,2000,
kor,m,2000,
kor,f,2000,
kor,mf,2001,
kor,m,2001,
kor,f,2001,
kor,mf,2002,
kor,m,2002,
kor,f,2002,
kor,mf,2003,
kor,m,2003,
kor,f,2003,
kor,mf,2004,
kor,m,2004,
kor,f,2004,
kor,mf,2005,
kor,m,2005,
kor,f,2005,
kor,mf,2006,
kor,m,2006,
kor,f,2006,
kor,mf,2007,
kor,m,2007,
kor,f,2007,
kor,mf,2008,
kor,m,2008,
kor,f,2008,
kor,mf,2009,
kor,m,2009,
kor,f,2009,
kor,mf,2010,
kor,m,2010,
kor,f,2010,
kor,mf,2011,
kor,m,2011,
kor,f,2011,
kor,mf,2012,
kor,m,2012,
kor,f,2012,
kor,mf,2013,
kor,m,2013,
kor,f,2013,
kos,mf,2012,
kos,m,2012,
kos,f,2012,
kwt,mf,1983,
kwt,m,1983,
kwt,f,1983,
kwt,mf,1988,
kwt,m,1988,
kwt,f,1988,
kwt,mf,1995,1.0
kwt,mf,2003,0.0
kwt,mf,2005,0.699999988079071
kwt,m,2005,0.6000000238418579
kwt,f,2005,0.699999988079071
kwt,mf,2008,
kwt,mf,2014,
kwt,m,2014,
kwt,f,2014,
kgz,mf,1986,6.099999904632568
kgz,mf,1987,6.0
kgz,mf,1988,6.300000190734863
kgz,mf,1989,6.400000095367432
kgz,mf,1990,
kgz,mf,1991,
kgz,mf,1992,
kgz,mf,1993,
kgz,mf,1994,
kgz,mf,1995,
kgz,mf,1996,
kgz,m,1996,
kgz,f,1996,
kgz,mf,1997,
kgz,m,1997,
kgz,f,1997,
kgz,mf,1998,
kgz,m,1998,
kgz,f,1998,
kgz,mf,1999,
kgz,m,1999,
kgz,f,1999,
kgz,mf,2000,
kgz,m,2000,
kgz,f,2000,
kgz,mf,2001,
kgz,m,2001,
kgz,f,2001,
kgz,mf,2002,
kgz,m,2002,
kgz,f,2002,
kgz,mf,2003,
kgz,m,2003,
kgz,f,2003,
kgz,mf,2004,
kgz,m,2004,
kgz,f,2004,
kgz,mf,2005,
kgz,m,2005,
kgz,f,2005,
kgz,mf,2006,
kgz,m,2006,
kgz,f,2006,
kgz,mf,2007,
kgz,mf,2008,
kgz,mf,2012,
kgz,m,2012,
kgz,f,2012,
kgz,mf,2013,
kgz,m,2013,
kgz,f,2013,
lao,mf,1995,
lao,m,1995,
lao,f,1995,
lao,mf,2010,0.10000000149011612
lao,m,2010,0.10000000149011612
lao,f,2010,0.10000000149011612
lva,mf,1996,
lva,m,1996,
lva,f,1996,
lva,mf,1997,
lva,m,1997,
lva,f,1997,
lva,mf,1998,
lva,m,1998,
lva,f,1998,
lva,mf,1999,
lva,m,1999,
lva,f,1999,
lva,mf,2000,
lva,m,2000,
lva,f,2000,
lva,mf,2001,
lva,m,2001,
lva,f,2001,
lva,mf,2002,
lva,m,2002,
lva,f,2002,
lva,mf,2003,
lva,m,2003,
lva,f,2003,
lva,mf,2004,
lva,m,2004,
lva,f,2004,
lva,mf,2005,
lva,m,2005,
lva,f,2005,
lva,mf,2006,
lva,m,2006,
lva,f,2006,
lva,mf,2007,
lva,m,2007,
lva,f,2007,
lva,mf,2008,
lva,m,2008,
lva,f,2008,
lva,mf,2009,
lva,m,2009,
lva,f,2009,
lva,mf,2010,
lva,m,2010,
lva,f,2010,
lva,mf,2011,
lva,m,2011,
lva,f,2011,
lva,mf,2012,
lva,m,2012,
lva,f,2012,
lva,mf,2013,
lva,m,2013,
